fish_id,qPCR_screened,sample_type,pre_post,date_capture,hold_id,tank,focal,sequenced,fate,date_necropsy,days_in_study,lesions_post,fork_length_cm_post,girth_cm_post,sex,stock_origin,fl_psy_copy,mo_vis_copy,pisck_sal_copy,re_sal_copy,rlo_copy,te_dic,te_fin,te_mar,vi_sal,te_dic_detect,te_mar_detect
59791,Y,swab,pre,2022-08-09,Aug9,20,Y,N,euthanized,2022-08-14,5,1,36,19,male,SOOS_CREEK,0,  0.00,  0.00,0.00,0.00,      0.00,  0.00,    44.67,0.00,NA,Y
59791,Y,swab,post,2022-08-09,Aug9,20,Y,Y,euthanized,2022-08-14,5,1,36,19,male,SOOS_CREEK,0,  0.00,  0.00,0.00,0.00, 455301.61,  0.00,     0.00,0.00,NA,N
59792,Y,gill,pre,2022-08-09,Aug9,18,N,N,end_hold,2022-08-22,13,1,73,42,female,THOMPSON_RIVER_BELOW_KAMLOOPS_LAKE,0,  0.00,  0.00,0.00,0.00,      0.00,  0.00,     0.00,0.00,NA,N
59792,Y,gill,post,2022-08-09,Aug9,18,N,N,end_hold,2022-08-22,13,1,73,42,female,THOMPSON_RIVER_BELOW_KAMLOOPS_LAKE,0,  0.00,  0.00,0.00,0.00,      0.00,  0.00,     0.00,0.00,NA,N
59792,Y,swab,pre,2022-08-09,Aug9,18,N,N,end_hold,2022-08-22,13,1,73,42,female,THOMPSON_RIVER_BELOW_KAMLOOPS_LAKE,0,  0.00,  0.00,0.00,0.00,      0.00,  0.00,     0.00,0.00,NA,N
59792,Y,swab,post,2022-08-09,Aug9,18,N,N,end_hold,2022-08-22,13,1,73,42,female,THOMPSON_RIVER_BELOW_KAMLOOPS_LAKE,0,  0.00,  0.00,0.00,0.00,     11.34,  0.00,   253.26,0.00,NA,Y
59794,Y,gill,post,2022-08-11,Aug9,19,N,N,end_hold,2022-08-21,10,0,87,46,female,THOMPSON_RIVER_BELOW_KAMLOOPS_LAKE,0,  0.00,  0.00,0.00,0.00,     45.43,  0.00,     0.00,0.00,NA,N
59794,Y,swab,pre,2022-08-11,Aug9,19,N,N,end_hold,2022-08-21,10,0,87,46,female,THOMPSON_RIVER_BELOW_KAMLOOPS_LAKE,0,  0.00,  0.00,0.00,0.00,      0.00,  0.00,     0.00,0.00,NA,N
59794,Y,swab,post,2022-08-11,Aug9,19,N,N,end_hold,2022-08-21,10,0,87,46,female,THOMPSON_RIVER_BELOW_KAMLOOPS_LAKE,0,  0.00,  0.00,0.00,0.00,  14538.81,  0.00,     0.00,0.00,NA,N
59795,Y,gill,pre,2022-08-12,Aug9,19,N,N,end_hold,2022-08-22,10,0,80,44,female,ROBERTSON_CREEK,0,  0.00,  0.00,0.00,0.00,      0.00,  0.00,     0.00,0.00,NA,N
59795,Y,swab,pre,2022-08-12,Aug9,19,N,N,end_hold,2022-08-22,10,0,80,44,female,ROBERTSON_CREEK,0,  0.00,  0.00,0.00,0.00,      0.00,  0.00,     0.00,0.00,NA,N
59798,Y,swab,pre,2022-08-09,Aug9,19,N,N,end_hold,2022-08-21,12,0,35,16,female,COWICHAN_RIVER,0,  0.00,  0.00,0.00,0.00,      0.00,  0.00,     0.00,0.00,NA,N
59808,Y,gill,pre,2022-08-11,Aug9,21,N,N,end_hold,2022-08-22,11,0,68,37,male,ROBERTSON_CREEK,0,  0.00,  0.00,0.00,0.00,      0.00,  1.46,     0.00,0.00,NA,N
59808,Y,gill,post,2022-08-11,Aug9,21,N,N,end_hold,2022-08-22,11,0,68,37,male,ROBERTSON_CREEK,0,  0.00,  0.00,0.00,0.00,      3.01,  0.00,     0.00,0.00,NA,N
59808,Y,swab,pre,2022-08-11,Aug9,21,N,N,end_hold,2022-08-22,11,0,68,37,male,ROBERTSON_CREEK,0,  0.00,  0.00,0.00,0.00,      0.00,  6.61,     0.00,0.00,NA,N
59810,Y,gill,post,2022-08-09,Aug9,18,N,N,end_hold,2022-08-22,13,0,63,33,male,ROBERTSON_CREEK,0,  0.00,  0.00,0.00,0.00,      0.00,  0.00,     0.00,0.00,NA,N
59819,Y,gill,pre,2022-08-09,Aug9,18,N,N,end_hold,2022-08-22,13,0,37,17,male,SNOHOMISH_RIVER,0,  0.00,  0.00,0.00,0.00,      0.00,  0.00,     0.00,0.00,NA,N
59819,Y,gill,post,2022-08-09,Aug9,18,N,N,end_hold,2022-08-22,13,0,37,17,male,SNOHOMISH_RIVER,0,  0.00,  0.00,0.00,0.00,    222.36,  0.00,   111.94,0.00,NA,Y
59819,Y,swab,pre,2022-08-09,Aug9,18,N,N,end_hold,2022-08-22,13,0,37,17,male,SNOHOMISH_RIVER,0,  0.00,  0.00,0.00,0.00,      0.00,  0.00,     0.00,0.00,NA,N
59819,Y,swab,post,2022-08-09,Aug9,18,N,N,end_hold,2022-08-22,13,0,37,17,male,SNOHOMISH_RIVER,0,  0.00,  0.00,0.00,0.00,     99.84,  0.00,    72.45,0.00,NA,Y
59820,Y,gill,pre,2022-08-09,Aug9,21,N,N,end_hold,2022-08-22,13,0,48,25,male,CHILLIWACK_RIVER_fall,0,  0.00,  0.00,0.00,0.00,      0.00,  0.00,     0.00,0.00,NA,N
59820,Y,gill,post,2022-08-09,Aug9,21,N,N,end_hold,2022-08-22,13,0,48,25,male,CHILLIWACK_RIVER_fall,0,  0.00,  0.00,0.00,0.00,      0.00,  0.00,     0.00,0.00,NA,N
59820,Y,swab,post,2022-08-09,Aug9,21,N,N,end_hold,2022-08-22,13,0,48,25,male,CHILLIWACK_RIVER_fall,0,  0.00,  0.00,0.00,0.00,    244.28,  0.00,    30.93,0.00,NA,Y
59821,Y,swab,pre,2022-08-09,Aug9,19,N,N,end_hold,2022-08-21,12,0,45,23,female,ABERNATHY_RIVER,1.18139488553127,  0.00,  0.00,0.00,0.00,      0.00,  0.00,    26.27,0.00,NA,Y
59822,Y,gill,pre,2022-08-10,Aug9,18,Y,N,euthanized,2022-08-16,6,1,38,20,male,NANAIMO_RIVER_fall,0,  0.00,  0.00,0.00,0.00,      0.00,  0.00,     0.00,0.00,NA,N
59822,Y,gill,post,2022-08-10,Aug9,18,Y,N,euthanized,2022-08-16,6,1,38,20,male,NANAIMO_RIVER_fall,0,  0.00,  0.00,0.00,0.00,   6779.91,  0.00,     0.00,0.00,NA,N
59822,Y,kidney,post,2022-08-10,Aug9,18,Y,N,euthanized,2022-08-16,6,1,38,20,male,NANAIMO_RIVER_fall,0,  0.00,  0.00,0.00,0.00,   6504.12,  0.00,     0.00,0.00,NA,N
59822,Y,liver,post,2022-08-10,Aug9,18,Y,N,euthanized,2022-08-16,6,1,38,20,male,NANAIMO_RIVER_fall,0,  0.00,  0.00,0.00,0.00,    671.47,  0.00,     0.00,0.00,NA,N
59822,Y,swab,post,2022-08-10,Aug9,18,Y,Y,euthanized,2022-08-16,6,1,38,20,male,NANAIMO_RIVER_fall,0,  0.00,  0.00,0.00,0.00, 288697.13,  0.00,     0.00,0.00,NA,N
59824,Y,gill,pre,2022-08-10,Aug9,19,N,N,end_hold,2022-08-21,11,0,44.5,21,male,ABERNATHY_RIVER,0,  0.00,  0.00,0.00,0.00,      0.00,  0.00,     0.00,0.00,NA,N
59824,Y,gill,post,2022-08-10,Aug9,19,N,N,end_hold,2022-08-21,11,0,44.5,21,male,ABERNATHY_RIVER,0,  0.00,  0.00,0.00,0.00,     20.43,  0.00,     0.00,0.00,NA,N
59824,Y,swab,pre,2022-08-10,Aug9,19,N,N,end_hold,2022-08-21,11,0,44.5,21,male,ABERNATHY_RIVER,0,  0.00,  0.00,0.00,0.00,      0.00,  0.00,     0.00,0.00,NA,N
59826,Y,gill,pre,2022-08-11,Aug9,20,N,N,end_hold,2022-08-21,10,0,62.5,35,female,NITINAT_RIVER,0,  0.00,  0.00,0.00,0.00,      0.00,  0.00,     0.00,0.00,NA,N
59828,Y,swab,pre,2022-08-09,Aug9,21,N,N,end_hold,2022-08-22,13,0,43,20,male,ABERNATHY_RIVER,0,  0.00,  0.00,0.00,0.00,      0.00,  0.00,     0.00,0.00,NA,N
